,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_since_investment
18702,4,2.5,2440,7155,2.0,0,0,3,8,2440,0,1993,0,98058,47.4501,-122.126,2450,8109,21
8838,5,2.25,3580,16789,2.0,0,0,5,9,3580,0,1966,0,98040,47.5364,-122.239,3390,17000,48
10594,3,2.0,1300,14350,1.0,0,0,3,7,1300,0,1955,2013,98006,47.5736,-122.152,1520,10670,1
4544,3,1.0,1790,5250,1.0,0,0,3,7,1400,390,1943,0,98105,47.6627,-122.276,1790,5250,71
18090,2,1.0,960,8450,1.0,0,0,5,6,960,0,1950,0,98155,47.755,-122.316,1090,8450,64
16776,3,2.0,1860,13374,1.0,0,0,3,8,1860,0,1985,0,98027,47.5397,-122.054,1960,9797,29
4265,3,1.0,1370,4000,2.0,0,0,4,8,1370,0,1918,0,98105,47.6711,-122.324,1370,4000,97
3193,3,1.75,1480,7500,1.0,0,0,4,7,1480,0,1968,0,98055,47.4629,-122.187,1480,7500,47
19002,2,1.0,830,26329,1.0,1,3,4,6,830,0,1928,0,98070,47.4012,-122.425,2030,27338,86
7040,3,1.0,1640,8100,1.0,0,0,3,6,1040,600,1939,0,98146,47.482,-122.34,1600,8100,75
18729,3,2.5,1990,3614,2.0,0,0,3,7,1990,0,2005,0,98038,47.36,-122.039,1980,3800,9
10488,3,1.0,1860,6360,1.0,0,0,3,8,1470,390,1954,0,98136,47.5327,-122.392,1770,6175,60
11484,2,1.5,1520,8040,1.0,0,0,5,7,1520,0,1951,0,98125,47.7131,-122.306,1440,8040,63
5444,3,2.5,1580,4698,2.0,0,0,3,7,1580,0,1998,0,98038,47.3539,-122.025,2070,4698,17
14073,4,2.5,2120,3640,2.0,0,0,3,8,2120,0,2005,0,98029,47.5521,-121.996,2190,3640,9
16658,3,2.5,3150,20189,2.0,0,0,3,10,3150,0,1990,0,98058,47.447,-122.088,2920,20612,24
15675,3,1.75,1300,4800,2.0,0,1,4,7,1300,0,1912,0,98136,47.5457,-122.383,1300,4800,102
2477,4,2.25,2570,9600,2.5,0,0,4,9,2570,0,1962,0,98040,47.5791,-122.241,2570,13200,53
20265,4,2.5,2720,4738,2.0,0,0,3,8,2720,0,2012,0,98065,47.515,-121.869,2590,5740,2
18881,3,1.75,1730,9211,1.0,0,0,3,8,1730,0,1961,0,98125,47.7149,-122.322,1440,9211,53
13609,4,2.5,2280,9491,1.0,0,0,4,7,1290,990,1966,0,98008,47.6297,-122.117,1560,8050,49
7340,4,1.0,2170,12100,1.0,0,0,5,7,2170,0,1961,0,98033,47.6893,-122.164,1270,12844,54
13358,3,2.5,2590,4961,2.0,0,0,3,9,2590,0,1944,2007,98126,47.5271,-122.381,1230,4961,8
16858,3,2.5,1970,8426,2.0,0,0,3,8,1970,0,1992,0,98003,47.2674,-122.306,1970,9197,23
16290,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,68
1035,4,3.0,3680,5854,1.0,0,3,3,10,2060,1620,1967,0,98199,47.6327,-122.395,3140,5000,47
15080,3,1.5,1180,7300,1.0,0,0,4,7,1180,0,1968,0,98002,47.2857,-122.197,2030,8424,46
12753,4,2.75,2910,7712,1.0,0,0,3,7,1600,1310,1998,0,98002,47.2842,-122.198,2220,6649,16
8739,3,2.0,1590,35988,1.0,0,0,4,8,1590,0,1974,0,98058,47.4365,-122.106,2780,23789,40
7929,4,2.5,2930,7806,2.0,0,0,3,9,2930,0,2005,0,98074,47.6219,-122.024,2600,6051,9
1967,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,2001,0,98056,47.4891,-122.19,1740,8676,13
20156,3,2.5,2280,2289,2.0,0,0,3,8,1880,400,2006,0,98027,47.5375,-122.073,2280,2425,8
358,3,1.0,1330,77972,1.0,0,0,3,7,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689,60
16020,4,3.5,3010,3600,2.0,0,0,3,9,2370,640,1999,0,98112,47.6341,-122.284,2650,4200,15
226,2,2.0,1510,6516,1.0,0,0,3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,10
6172,3,1.0,920,6750,1.0,0,0,4,7,920,0,1951,0,98004,47.6322,-122.212,1460,8933,64
20928,4,2.5,2660,4082,2.0,0,0,3,7,2660,0,2010,0,98042,47.3414,-122.055,2390,4876,4
20889,4,2.5,1900,2766,2.0,0,0,3,8,1900,0,2014,0,98106,47.543,-122.368,1900,2604,0
9388,2,1.0,1800,5182,1.0,0,0,3,6,900,900,1942,0,98108,47.5508,-122.3,1570,5876,73
20434,5,3.5,4280,6530,2.0,0,3,3,10,4280,0,2014,0,98075,47.5941,-121.973,3960,6863,0
2558,3,2.75,2310,5200,1.0,0,0,4,7,1520,790,1940,0,98199,47.6357,-122.397,2310,5200,75
20595,4,2.5,2130,4000,2.0,0,0,3,8,2130,0,2014,0,98146,47.5108,-122.362,1830,7217,1
3337,3,2.5,2450,7062,2.0,0,0,3,8,2450,0,1993,0,98023,47.3061,-122.36,1960,7200,21
577,4,4.0,6050,84942,2.5,0,2,3,9,4150,1900,2009,0,98077,47.7466,-122.029,2700,199504,5
9996,3,1.5,1700,9579,1.0,0,0,4,7,1100,600,1962,0,98023,47.3209,-122.338,1700,9628,53
20280,4,3.5,3310,4850,2.0,0,0,3,9,3310,0,2010,0,98053,47.6954,-122.022,3320,5955,4
10599,2,1.0,910,4800,1.0,0,0,4,7,910,0,1923,0,98126,47.5536,-122.377,1450,5000,91
8284,2,1.0,950,9000,1.0,0,0,3,6,950,0,1924,0,98106,47.5219,-122.361,1000,8280,90
17618,3,2.25,1770,8000,1.0,0,0,4,7,1350,420,1976,0,98072,47.7358,-122.17,1850,7875,38
16890,3,1.5,2120,6290,1.0,0,0,4,8,1220,900,1949,0,98108,47.5658,-122.318,1620,5400,65
3468,2,1.0,1520,3360,1.0,0,0,4,7,830,690,1927,0,98117,47.6815,-122.382,1470,3774,87
4030,3,3.5,1450,1091,2.0,0,0,3,8,1200,250,2007,0,98119,47.6475,-122.359,1490,3017,8
8150,3,2.25,1800,6875,1.0,0,0,4,8,1230,570,1974,0,98052,47.6773,-122.11,1800,8749,41
2770,3,1.0,1440,13824,1.0,0,0,4,7,1440,0,1957,0,98040,47.5872,-122.241,2540,12092,58
2855,4,3.0,1670,1189,3.0,0,0,3,8,1427,243,2000,0,98122,47.6182,-122.302,1700,1401,14
21239,4,2.5,2300,4482,2.0,0,0,3,7,2300,0,2013,0,98042,47.3599,-122.082,2300,3825,2
3531,4,1.5,1710,4600,1.5,0,0,3,7,1710,0,1924,0,98115,47.6847,-122.318,1740,4455,90
16974,3,2.5,2040,4627,2.0,0,0,3,8,2040,0,1992,0,98052,47.6365,-122.108,2230,4500,22
3621,2,1.0,1000,31838,1.0,0,0,3,7,1000,0,1962,0,98045,47.4789,-121.779,1490,39747,52
11162,3,1.75,1660,9600,1.0,0,0,3,8,1380,280,1981,0,98011,47.7601,-122.167,2030,9500,33
17392,3,1.0,920,4875,1.0,0,0,5,6,920,0,1969,0,98042,47.3648,-122.081,960,5200,45
18300,5,1.75,1920,6500,1.0,0,0,3,7,1260,660,1951,0,98112,47.6394,-122.308,1970,5500,63
12202,5,2.0,3540,9970,2.0,0,3,3,9,3540,0,1970,0,98125,47.7108,-122.277,2280,7195,44
21411,3,1.75,1290,1237,2.0,0,0,3,7,1060,230,2008,0,98027,47.54,-122.026,1370,942,6
19144,5,2.5,2500,9583,1.0,0,0,3,7,1300,1200,1979,0,98198,47.3946,-122.312,2120,19352,35
7707,3,1.5,2040,6750,1.0,0,0,3,7,1280,760,1950,0,98117,47.7013,-122.369,1970,6750,64
838,4,1.75,2510,7440,1.0,0,2,4,8,1290,1220,1962,0,98032,47.3748,-122.276,1790,8000,52
10483,3,1.0,1040,8000,1.0,0,0,4,7,1040,0,1956,0,98166,47.4711,-122.35,1170,9450,59
21224,3,2.5,1300,1331,3.0,0,0,3,8,1300,0,2007,0,98103,47.6607,-122.352,1450,5270,8
8475,3,2.75,2340,16500,1.0,0,0,4,8,1500,840,1972,0,98075,47.5952,-122.051,2210,15251,42
8470,3,2.5,2150,15304,2.0,0,0,4,9,2150,0,1979,0,98006,47.5573,-122.136,2540,10507,35
13926,3,2.0,1460,7526,1.0,0,0,3,7,1460,0,1968,0,98003,47.3463,-122.304,1580,7526,47
17584,2,1.0,1060,5754,1.0,0,0,4,6,1060,0,1917,0,98117,47.6931,-122.372,1460,7200,98
20842,3,2.25,1230,1238,2.0,0,0,3,8,1080,150,2009,0,98199,47.6519,-122.384,1230,953,5
11131,3,2.5,2050,8172,2.0,0,0,3,8,2050,0,2002,0,98168,47.4808,-122.28,2140,5664,13
9227,4,2.0,1490,4054,1.5,0,0,5,7,1490,0,1926,0,98115,47.6744,-122.301,1510,3889,89
13055,4,2.5,2940,29013,2.0,0,0,3,10,2940,0,1992,0,98077,47.7635,-122.044,3010,34071,23
12291,2,1.5,1660,4680,1.0,0,0,5,6,830,830,1908,0,98146,47.5134,-122.388,1930,5400,106
7827,4,2.5,2650,25248,1.0,0,2,3,9,2330,320,1954,0,98177,47.7537,-122.373,3020,23135,60
9808,4,2.5,4700,49658,2.0,0,0,3,10,4700,0,1999,0,98075,47.5878,-122.022,2870,49658,16
17927,3,1.0,1150,3090,1.0,0,0,3,6,1150,0,1910,0,98118,47.5506,-122.276,1150,5664,105
2901,3,1.0,1640,12060,1.0,0,0,4,7,1640,0,1960,0,98059,47.4941,-122.151,1680,9147,54
11490,3,1.5,1200,8560,1.0,0,0,4,7,1200,0,1975,0,98011,47.7392,-122.194,1550,7800,39
10604,3,1.75,1560,14288,1.0,0,0,3,6,780,780,1944,0,98125,47.7183,-122.306,1320,8928,70
7586,3,1.0,1290,4720,1.0,0,0,3,6,790,500,1948,0,98106,47.5186,-122.358,1110,4720,67
3957,5,3.5,4180,17841,2.0,0,2,3,10,3160,1020,1990,0,98075,47.5618,-122.037,3260,12608,24
20634,3,2.5,1420,814,2.0,0,0,3,8,1140,280,2008,0,98136,47.5429,-122.387,1340,1382,6
13671,5,2.75,2390,6282,1.0,0,0,4,7,1290,1100,1966,0,98118,47.5149,-122.263,1690,5202,49
8436,2,1.0,1010,7200,1.0,0,0,3,7,1010,0,1975,0,98155,47.7651,-122.291,1890,9248,39
12211,4,2.5,3480,12164,1.5,0,0,4,11,3480,0,1984,0,98005,47.6404,-122.171,3960,16855,30
14449,4,1.0,1010,7515,1.0,0,0,4,6,1010,0,1955,0,98198,47.4174,-122.316,1330,7515,60
4029,2,1.0,1450,4500,1.5,0,0,4,7,1450,0,1921,0,98107,47.6739,-122.396,1470,5000,93
10202,3,1.0,1370,4040,1.5,0,0,3,7,1370,0,1906,0,98103,47.6867,-122.354,1220,3030,108
14484,3,1.75,1340,63597,1.0,0,0,4,7,1340,0,1963,0,98038,47.4379,-122.011,1950,87120,51
7955,4,2.25,1810,7601,1.0,0,0,3,7,1080,730,1986,0,98023,47.2857,-122.358,1570,7601,29
19255,3,3.5,3680,11491,2.0,0,2,3,11,3680,0,1999,0,98007,47.5647,-122.128,3710,10030,15
4197,6,3.5,3000,8401,1.0,0,0,3,8,1500,1500,1979,0,98125,47.7226,-122.299,1400,8403,35
2752,3,2.5,2160,3920,2.0,0,0,3,9,2160,0,2014,0,98116,47.5762,-122.415,1500,4920,1
1211,4,2.5,4190,7504,2.0,0,0,3,7,4190,0,2004,0,98058,47.4394,-122.114,2480,6727,10
9497,3,1.75,2590,32380,1.0,0,0,3,8,2590,0,1951,1994,98177,47.7539,-122.37,2340,28456,20
4962,3,2.25,1800,6680,2.0,0,0,3,8,1800,0,1983,0,98034,47.7293,-122.223,1630,8621,31
5330,3,1.5,1480,7117,1.0,0,0,3,7,1170,310,1960,0,98028,47.7766,-122.248,2230,14775,55
4089,1,1.0,790,13062,1.0,0,0,3,6,790,0,1942,0,98168,47.4919,-122.311,1240,7137,72
8255,3,1.75,1290,10117,1.0,0,0,3,7,1290,0,1984,0,98072,47.7598,-122.146,1770,11839,31
10797,2,1.75,1800,224769,1.0,0,0,3,7,1420,380,1950,2008,98038,47.4327,-122.06,1620,112384,6
5809,3,1.75,1040,5650,1.0,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,5650,63
1604,3,1.75,1320,10454,1.0,0,0,4,7,1320,0,1968,0,98002,47.2844,-122.216,1680,10183,46
11192,3,2.5,1810,3192,1.0,0,0,3,7,1070,740,2001,0,98019,47.7364,-121.969,1740,3720,13
17635,4,1.0,1870,14703,1.5,0,0,3,6,1090,780,1928,0,98118,47.5274,-122.281,1650,6045,87
6209,3,2.5,3380,7074,2.0,0,0,3,8,2200,1180,1999,0,98019,47.7462,-121.978,2060,6548,15
2850,3,2.5,1400,4400,1.0,0,0,3,7,1400,0,1930,2014,98106,47.553,-122.365,1060,4400,0
16920,3,1.0,1310,3963,1.0,0,0,5,7,1310,0,1986,0,98052,47.6826,-122.096,1010,3363,28
15591,4,3.5,2720,3000,2.0,0,0,3,9,2250,470,2014,0,98136,47.5371,-122.388,1600,4600,0
16400,4,2.5,3280,16575,1.0,0,0,3,9,2190,1090,1972,0,98188,47.426,-122.285,1570,13209,42
15373,3,1.75,2150,2527,2.0,0,0,4,8,1400,750,1906,0,98103,47.6629,-122.329,1610,3663,108
3976,3,2.5,1450,4106,2.0,0,0,3,7,1450,0,2011,0,98038,47.3655,-122.019,2000,4000,3
17604,3,1.0,1080,6250,1.0,0,0,2,5,1080,0,1950,0,98168,47.5045,-122.33,1070,6250,65
16504,2,1.75,1220,5000,1.0,0,0,5,7,860,360,1921,0,98055,47.4906,-122.204,1120,5000,93
16071,4,2.5,2181,5521,2.0,0,0,3,8,2181,0,2006,0,98001,47.3503,-122.291,2333,5143,9
5052,3,2.25,1510,6000,1.0,0,0,4,7,1150,360,1993,0,98038,47.3484,-122.036,1510,6000,22
17692,4,2.5,3060,5000,2.0,0,0,3,9,3060,0,2006,0,98059,47.5395,-122.188,2870,5548,8
21229,4,3.25,2864,8035,3.0,0,0,3,8,2864,0,2014,0,98030,47.3746,-122.189,2419,8984,0
12246,2,1.75,1440,6265,1.0,0,0,3,8,1440,0,2005,0,98053,47.7028,-122.013,1810,5209,10
7932,6,2.5,3190,12196,2.0,0,0,4,8,3190,0,1979,0,98052,47.6309,-122.103,2790,13068,35
16867,3,2.25,1640,8400,1.0,0,0,4,8,1640,0,1962,0,98006,47.5484,-122.172,2110,8400,52
5355,3,2.5,3030,30007,1.5,0,0,4,10,3030,0,1992,0,98077,47.743,-122.036,3360,34983,22
4044,3,1.5,1420,22100,1.0,0,0,5,7,1420,0,1957,0,98042,47.4193,-122.149,1540,21780,57
10345,3,2.5,1940,8347,2.0,0,0,3,8,1940,0,1990,0,98042,47.3654,-122.164,1940,7131,24
2213,4,1.0,1430,6240,1.5,0,0,5,7,1430,0,1953,0,98125,47.7272,-122.311,1410,6240,62
2954,3,2.75,2550,54014,2.0,0,0,4,8,1980,570,1967,0,98072,47.7596,-122.117,2180,21600,47
10333,4,2.5,2490,5812,2.0,0,0,3,8,2490,0,2000,0,98042,47.3875,-122.155,2690,6012,14
8916,3,1.75,1380,4590,1.0,0,0,2,7,930,450,1950,0,98115,47.6841,-122.293,1320,4692,65
8909,3,3.0,2940,4622,2.0,0,0,4,9,2230,710,1988,0,98105,47.6641,-122.293,1580,4000,26
19113,3,2.5,2080,167270,1.0,0,0,3,7,2080,0,2000,0,98038,47.4032,-121.963,2080,55321,14
17220,3,1.0,1160,7491,1.0,0,0,4,6,1160,0,1917,0,98177,47.7024,-122.359,1800,2267,97
5799,3,1.75,1490,10844,1.0,0,0,3,7,1210,280,1974,0,98008,47.6208,-122.106,2090,9944,40
174,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,34
652,3,1.0,1920,6862,1.0,0,2,3,7,1120,800,1952,0,98118,47.5193,-122.274,2000,6900,62
14752,5,3.5,3060,8862,2.0,0,0,3,8,3060,0,1989,0,98056,47.5322,-122.185,2680,8398,26
16669,4,2.5,2040,6685,2.0,0,0,3,8,2040,0,1998,0,98133,47.7413,-122.354,1890,8253,16
20158,2,1.5,830,1020,2.0,0,0,3,7,830,0,2006,0,98106,47.5604,-122.363,830,1379,9
14832,3,1.0,1390,6160,1.0,0,0,4,7,1390,0,1949,0,98133,47.7289,-122.338,1230,6160,66
5185,2,1.0,900,5016,1.0,0,0,3,6,900,0,1948,0,98118,47.542,-122.282,1420,5184,67
9547,3,1.0,2040,7936,1.0,0,3,5,8,1680,360,1940,0,98177,47.7028,-122.385,2300,10080,75
1578,3,1.0,1610,5500,1.5,0,0,3,7,1610,0,1903,1973,98103,47.698,-122.351,1200,5701,41
7615,3,1.75,1100,1307,2.0,0,0,3,7,780,320,2008,0,98106,47.5601,-122.363,1170,4800,6
8885,3,1.0,1820,8142,1.0,0,0,3,7,1040,780,1961,0,98168,47.505,-122.316,1820,8142,53
11174,3,1.75,2130,9775,1.0,0,0,4,8,1430,700,1973,0,98027,47.5326,-122.049,2130,11250,42
10247,3,2.5,2000,9669,2.0,0,0,4,8,2000,0,1992,0,98022,47.1964,-122.009,1930,9202,22
1054,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,47.6763,-122.37,1250,4880,85
18108,3,2.5,1190,8175,1.0,0,0,3,7,1190,0,1986,0,98055,47.4556,-122.203,2230,9520,28
12147,3,1.75,1660,11500,1.0,0,0,3,7,1130,530,1979,0,98045,47.4473,-121.774,1250,11000,36
14216,5,2.25,1950,8025,1.0,0,2,3,7,1150,800,1960,0,98008,47.6159,-122.114,1780,8560,54
9121,3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1960,0,98030,47.3762,-122.219,1150,9435,55
20589,4,2.5,2550,4500,2.0,0,0,3,7,2550,0,2009,0,98059,47.4916,-122.153,2340,4526,5
13017,3,1.5,1510,10588,1.5,0,0,3,7,1510,0,1947,0,98198,47.3775,-122.319,1360,2873,67
16294,5,3.25,2800,3200,1.5,0,0,5,10,1910,890,1932,2002,98109,47.6421,-122.35,2450,3500,12
8616,3,2.0,2800,185130,1.0,0,0,3,8,2320,480,1996,0,98038,47.4133,-122.006,2200,72055,18
9230,4,2.5,2440,9350,1.0,0,0,4,8,1560,880,1976,0,98006,47.5614,-122.13,2260,8500,38
2544,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1958,0,98155,47.7734,-122.315,1790,12743,57
9534,3,1.75,2030,217800,1.0,0,2,4,8,2030,0,1977,0,98092,47.2618,-122.12,2570,216057,37
9801,3,1.75,1510,11120,1.0,0,0,4,8,1510,0,1984,0,98005,47.5931,-122.158,2660,10800,30
16943,4,3.5,4080,10666,2.0,0,0,3,9,4080,0,2005,0,98053,47.6818,-122.023,3920,8154,9
10948,2,1.0,810,8424,1.0,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,55
12561,4,2.75,3010,10830,2.0,0,3,4,9,3010,0,1980,0,98034,47.7005,-122.232,3010,10650,34
17077,3,1.5,1860,17640,1.0,0,0,4,7,1860,0,1966,0,98059,47.484,-122.111,1860,17820,48
20980,3,1.5,1580,1228,3.0,0,0,3,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605,0
15535,4,3.5,3500,4000,2.0,0,0,3,10,2560,940,2000,0,98112,47.628,-122.299,1910,4000,14
8454,4,2.75,2170,9743,2.0,0,0,3,7,2170,0,1995,0,98038,47.3814,-122.024,1670,7734,20
12751,3,1.5,1760,6723,1.0,0,0,3,7,1160,600,1958,0,98118,47.5514,-122.266,2080,8965,56
18126,3,2.5,1490,8005,1.0,0,0,3,7,1090,400,1976,0,98058,47.4359,-122.165,1880,7905,38
17873,3,1.5,1140,15890,1.0,0,0,3,7,840,300,1985,0,98045,47.4752,-121.757,1200,15247,30
2066,3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400,45
1909,3,1.75,2250,26337,1.0,0,0,3,8,2250,0,1980,0,98092,47.3032,-122.123,1830,26337,34
362,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168,20
5484,2,1.75,1660,4000,1.0,0,0,3,7,990,670,1940,0,98112,47.6394,-122.28,2070,4000,74
19047,3,1.0,1770,12458,1.0,0,0,3,7,1770,0,1957,0,98155,47.7715,-122.27,2000,8225,57
16839,4,2.5,2920,7901,2.0,0,0,3,9,2920,0,2004,0,98052,47.7036,-122.125,3020,7900,10
6046,4,2.0,1830,10416,1.0,0,0,3,7,1370,460,1958,0,98146,47.4878,-122.341,1830,9271,57
13248,4,2.25,2130,8078,1.0,0,0,4,7,1380,750,1977,0,98055,47.4482,-122.209,2300,8112,37
1186,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,46
20676,4,3.5,3930,5680,2.0,0,1,3,9,2820,1110,2013,0,98027,47.5528,-122.076,3700,5816,1
20267,4,4.5,4920,270236,2.0,0,3,3,10,3820,1100,2006,0,98045,47.4695,-121.775,4920,260924,8
3478,3,2.0,1760,5000,1.0,0,0,5,7,960,800,1920,0,98199,47.6408,-122.403,1380,5000,94
16894,4,3.5,2840,5900,2.0,0,0,3,10,1920,920,1910,2008,98118,47.5543,-122.268,1300,4900,6
13049,4,1.75,2020,7029,1.0,0,0,4,7,1430,590,1979,0,98052,47.6983,-122.127,1780,7200,35
17060,5,2.75,3100,9825,2.0,0,2,4,8,3100,0,1950,1982,98125,47.7188,-122.281,2120,8400,32
3203,5,2.25,2940,38009,1.0,0,0,3,8,1700,1240,1977,0,98077,47.7653,-122.077,2620,38300,37
9915,3,1.0,1240,239144,1.0,0,0,3,6,1240,0,1921,1992,98038,47.4303,-122.046,1990,109335,22
8700,3,2.5,2060,25046,1.0,0,0,4,8,1600,460,1980,0,98022,47.184,-121.959,2050,21255,35
15861,3,1.0,950,8400,1.0,0,0,3,7,950,0,1958,0,98056,47.5104,-122.166,1250,8400,57
9598,2,1.0,780,5300,1.0,0,0,3,6,780,0,1941,0,98146,47.513,-122.354,780,5300,74
18112,3,2.0,1140,7078,1.0,0,0,4,7,1140,0,1991,0,98031,47.4057,-122.185,1460,7078,23
7330,5,2.5,3370,8113,2.0,0,0,3,9,3370,0,2005,0,98004,47.5812,-122.196,2470,8113,9
10795,3,1.75,1250,8084,1.0,0,0,4,7,1250,0,1967,0,98001,47.3364,-122.276,1340,7680,47
4464,2,1.0,910,4301,1.0,0,0,4,7,910,0,1923,0,98117,47.6814,-122.399,1810,4301,92
18028,4,1.75,1960,7950,1.0,0,0,4,8,1960,0,1967,0,98023,47.3109,-122.377,1960,8400,47
17644,2,1.5,1068,1452,2.0,0,0,3,7,1068,0,1990,0,98028,47.753,-122.244,1078,1357,25
15333,5,1.5,2170,8610,1.0,0,0,4,7,1230,940,1959,0,98008,47.6111,-122.126,1670,8610,55
3673,5,1.5,2940,13425,1.0,0,0,3,8,1470,1470,1955,0,98155,47.7632,-122.29,1580,8200,60
14379,3,2.0,1570,7000,2.0,0,2,4,8,1050,520,1971,0,98122,47.6061,-122.286,1990,6675,43
18139,4,2.0,2490,4700,1.0,0,0,4,7,1690,800,1952,0,98136,47.5254,-122.392,2240,5000,63
12850,3,2.0,1550,12262,1.0,0,0,4,7,1550,0,1964,0,98040,47.5755,-122.216,2900,12372,50
11204,3,2.25,2400,16301,1.0,0,0,3,8,1400,1000,1962,0,98115,47.6901,-122.282,1720,9828,52
13303,5,1.75,2030,10200,1.0,0,0,4,7,2030,0,1958,0,98002,47.2867,-122.209,1760,11550,57
19465,4,2.0,1910,6960,1.5,0,0,5,8,1910,0,1941,0,98103,47.6893,-122.348,1360,3300,73
10410,3,1.75,1820,8400,1.0,0,0,3,7,1340,480,1976,0,98072,47.734,-122.17,1900,8112,38
19369,3,2.5,1800,4400,1.0,0,0,5,7,1350,450,1970,0,98199,47.6599,-122.396,1920,4400,44
332,3,2.0,1810,10530,1.0,0,2,3,8,1810,0,1991,0,98022,47.1913,-122.012,1910,10450,23
8079,4,2.75,2200,122403,1.5,0,0,3,7,2200,0,1971,0,98014,47.6301,-121.911,1710,74487,44
5291,3,1.75,2120,18335,1.0,0,0,3,7,1380,740,1961,0,98188,47.451,-122.273,2050,18333,53
5781,3,2.0,2570,159865,1.0,0,0,5,7,2570,0,1968,0,98024,47.5547,-121.892,2010,38322,47
6902,3,1.0,1660,7650,1.5,0,0,3,7,1350,310,1910,0,98118,47.5576,-122.277,1750,5760,104
7577,4,2.5,2180,9281,2.0,0,0,3,8,2180,0,2004,0,98042,47.3673,-122.072,2520,9520,11
3288,3,1.0,1060,8625,2.0,0,0,4,7,1060,0,1962,1997,98033,47.6615,-122.179,2010,8901,17
11519,3,1.0,1230,8114,1.0,0,0,4,7,1230,0,1951,0,98004,47.5822,-122.196,2220,8114,63
12374,6,2.0,1670,3000,1.0,0,0,5,7,900,770,1911,0,98105,47.6637,-122.316,1330,1099,103
19657,4,3.5,3180,4869,2.0,0,0,3,8,2390,790,2007,0,98055,47.4482,-122.206,2850,4500,7
16646,3,2.5,2460,4399,2.0,0,0,3,7,2460,0,2007,0,98065,47.5415,-121.884,2060,4399,7
15831,4,2.75,3980,9209,2.0,0,0,3,11,3980,0,2002,0,98074,47.6286,-122.064,3800,9333,13
4867,7,2.25,3170,36384,2.0,0,0,3,8,3170,0,1969,0,98027,47.4654,-122.003,2460,38370,46
9081,4,1.75,2260,41236,1.0,0,0,4,8,1690,570,1962,0,98029,47.5528,-122.034,3080,30240,53
11610,4,1.5,2120,5000,2.0,0,0,4,8,2120,0,1900,0,98122,47.6024,-122.296,1830,5000,115
2433,3,1.75,1540,9000,1.0,0,0,3,8,1540,0,1971,0,98125,47.7152,-122.322,1710,7488,44
19939,2,2.25,1230,1058,2.0,0,0,3,7,1160,70,2008,0,98027,47.5325,-122.073,1240,817,7
14214,3,2.25,1410,1340,2.0,0,0,3,8,1370,40,1967,0,98008,47.6108,-122.113,1730,2748,48
16654,3,2.5,2600,5540,2.0,0,0,3,8,2600,0,2004,0,98038,47.3446,-122.041,2600,5540,10
12642,2,1.0,1640,5515,1.0,0,0,4,7,940,700,1926,0,98103,47.6912,-122.334,2054,5515,89
8215,3,1.5,2120,4370,1.5,0,0,3,8,2120,0,1904,0,98122,47.606,-122.307,1960,5120,110
16177,3,2.0,1710,7225,2.0,0,0,4,7,1710,0,1988,0,98023,47.2917,-122.373,1710,7225,26
6816,3,1.75,2000,9760,1.0,0,0,4,8,1400,600,1978,0,98058,47.4417,-122.134,1890,8089,36
19969,2,2.5,1611,2210,2.0,0,2,3,10,1611,0,2005,0,98109,47.6291,-122.347,2070,2182,10
14046,3,1.0,1340,7000,1.0,0,0,4,7,1340,0,1978,0,98042,47.3742,-122.149,1850,7904,36
8373,2,1.0,1220,6300,1.0,0,0,3,7,760,460,1942,0,98136,47.5299,-122.387,1850,4886,73
11885,3,1.0,1130,8201,1.0,0,0,5,6,1130,0,1948,0,98155,47.7359,-122.306,1180,8203,66
8045,3,1.75,1970,7100,1.0,0,0,3,7,1590,380,1976,0,98072,47.7353,-122.172,1790,7455,38
4532,4,3.0,2360,6250,1.0,0,2,3,7,1460,900,1960,0,98118,47.512,-122.249,2500,6250,54
1120,4,1.0,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.174,1550,7938,31
19630,4,2.5,2970,5050,2.0,0,0,3,8,2970,0,2014,0,98052,47.7043,-122.122,2810,4998,1
15031,4,2.75,3040,2415,2.0,1,4,3,8,3040,0,1966,0,98118,47.5188,-122.256,2620,2433,48
