,price
5094,499000.0
742,740000.0
9341,339950.0
14945,839000.0
8944,235000.0
8365,185000.0
18632,710000.0
7021,466750.0
339,245000.0
7193,630000.0
14897,300000.0
8900,452000.0
213,465000.0
20681,909950.0
15921,235000.0
6491,280000.0
1815,477000.0
11622,373000.0
3629,510000.0
20244,1333000.0
1468,400000.0
10942,475000.0
2936,685530.0
2492,339950.0
6990,430000.0
4907,475000.0
9636,574500.0
17617,226500.0
17020,583000.0
12138,525000.0
6626,359000.0
9724,555000.0
17072,415000.0
13653,825000.0
21126,545000.0
15159,310000.0
12448,320000.0
12,310000.0
13647,450000.0
835,324500.0
11218,425000.0
21275,950000.0
8380,335000.0
10119,280000.0
462,230000.0
16709,520000.0
21282,706000.0
10070,380000.0
3542,690000.0
20162,370228.0
19791,655000.0
673,865000.0
20467,870000.0
14758,530000.0
11348,202000.0
18611,299500.0
957,323000.0
2804,195000.0
9823,230000.0
12064,140000.0
18505,648360.0
17326,189950.0
13898,574000.0
21195,445000.0
13117,549950.0
21121,595500.0
4171,245000.0
1428,914600.0
7873,435000.0
8418,1295000.0
8318,375000.0
6514,775000.0
5934,749400.0
3766,575000.0
6720,301000.0
16563,365000.0
20636,305000.0
11209,445000.0
13447,860000.0
15575,294000.0
5308,915000.0
16665,442000.0
1127,195000.0
18934,279000.0
10540,245000.0
3308,245000.0
20868,479000.0
17189,993500.0
15264,675000.0
11771,545000.0
20256,270000.0
5975,295000.0
4436,675000.0
76,380000.0
1813,450000.0
2614,580000.0
16144,610000.0
21515,942990.0
2749,722500.0
1058,528000.0
20251,771005.0
1593,1050000.0
18365,525000.0
568,610000.0
3145,580000.0
18017,477500.0
19090,250000.0
4585,369950.0
7711,815000.0
14529,400000.0
19284,300000.0
13423,720000.0
13347,336000.0
7953,920000.0
18783,676500.0
1445,369500.0
16478,619500.0
16220,261500.0
18891,391265.0
17586,840000.0
15233,745000.0
4713,412000.0
9626,201000.0
16459,440000.0
8153,183000.0
7579,1146800.0
20792,699999.0
10637,995000.0
21238,299000.0
1261,995000.0
3828,205000.0
9163,275000.0
13821,389000.0
10534,467000.0
19996,380000.0
16077,500000.0
10281,451000.0
20705,396000.0
17582,616000.0
19154,650000.0
20004,718000.0
9223,480000.0
11136,500000.0
19253,680000.0
29,719000.0
19384,133400.0
9939,893880.0
12709,425000.0
363,604950.0
9841,137124.0
3247,464000.0
18203,299950.0
18391,230000.0
19578,270950.0
20275,1206690.0
8723,237500.0
5776,637800.0
7026,795000.0
16754,478000.0
15226,678700.0
3764,367777.0
4329,227000.0
981,718000.0
6908,469000.0
121,391500.0
6953,375000.0
17048,208000.0
4333,281000.0
5708,350000.0
336,559900.0
4824,689000.0
3362,542000.0
2423,575000.0
5649,415000.0
2605,300000.0
15455,409950.0
20473,661000.0
11325,470000.0
17893,462500.0
11113,425000.0
2227,465000.0
16566,345000.0
5016,453000.0
5273,385000.0
1232,350000.0
14762,530000.0
13367,610000.0
18711,215000.0
16670,775000.0
3199,365000.0
79,720000.0
9957,539000.0
14742,410000.0
3859,620000.0
20357,879950.0
14027,289000.0
20838,1275000.0
13311,527950.0
11134,220000.0
613,695000.0
9345,317500.0
4662,435000.0
960,650000.0
19542,530000.0
20809,799900.0
18626,1050000.0
17863,675000.0
9526,282613.0
17583,269500.0
17166,360000.0
1591,475000.0
4987,875000.0
10414,209950.0
6359,670000.0
14951,275000.0
4653,296000.0
1816,587500.0
13980,750000.0
1114,525000.0
5672,430000.0
1985,500000.0
14769,550000.0
20810,383000.0
19973,1266520.0
691,1484900.0
11037,1130000.0
6948,319990.0
1419,350000.0
14113,219950.0
10895,297262.0
767,260000.0
20172,525000.0
3830,414250.0
3048,525000.0
6852,195000.0
12251,595000.0
3294,555000.0
16609,275000.0
12687,209950.0
10192,716528.0
12585,640000.0
1804,330000.0
21095,277950.0
20660,315000.0
11154,770000.0
11940,250000.0
3095,210000.0
12703,390000.0
5525,288000.0
8044,420000.0
11455,496700.0
10324,535000.0
7037,310000.0
15660,710000.0
5311,499000.0
4731,530000.0
18544,625000.0
13902,539500.0
13991,326250.0
17632,748000.0
8921,455000.0
20212,205000.0
20783,430000.0
12801,320000.0
8342,350000.0
8160,511000.0
4370,490000.0
15656,210000.0
12738,287000.0
10886,390000.0
6985,217000.0
8308,317000.0
10335,229900.0
715,250000.0
6315,239950.0
18288,637000.0
8355,205000.0
18165,267000.0
17363,398000.0
7031,424500.0
13819,215000.0
4534,430000.0
12436,236000.0
7023,770000.0
7151,303000.0
4986,790000.0
9708,349000.0
4487,340000.0
7459,825000.0
9763,265500.0
2995,639000.0
15007,270000.0
10047,362362.0
9697,200000.0
8935,285000.0
18801,230005.0
21273,775000.0
4460,507000.0
16159,512500.0
3788,816000.0
2055,349000.0
18244,464000.0
17222,499000.0
12851,529000.0
16811,336000.0
5810,450000.0
13978,915000.0
15832,330000.0
2195,490000.0
8990,555000.0
2768,678000.0
7297,547000.0
10310,370000.0
16632,851000.0
18485,529000.0
9920,535000.0
17391,500000.0
11197,344950.0
14966,750000.0
7001,560000.0
10659,615000.0
827,175000.0
5439,1250000.0
15406,650000.0
320,819900.0
2117,339900.0
9951,237200.0
18780,415000.0
18534,490000.0
7920,315000.0
902,839900.0
9890,128000.0
1824,255000.0
15238,283500.0
15502,349950.0
10425,389000.0
3539,621500.0
9076,1325000.0
3991,499900.0
19444,872500.0
16391,355000.0
13804,253200.0
8446,549950.0
20561,485230.0
8206,249000.0
13912,480000.0
10824,598850.0
12700,515000.0
12615,467000.0
12598,300000.0
16589,326000.0
20344,1205000.0
17042,360000.0
8115,333000.0
1498,1218000.0
9827,440000.0
479,590000.0
10782,1050000.0
2786,669000.0
5543,346290.0
16287,260000.0
21234,775000.0
19941,450000.0
16435,539000.0
13005,635000.0
13093,425000.0
12630,230000.0
12961,383000.0
6183,471000.0
20427,262000.0
12335,295000.0
2809,503000.0
4681,650000.0
13791,705000.0
16818,607500.0
2210,760000.0
19219,539950.0
4787,497000.0
7636,190000.0
9458,762500.0
19274,685000.0
17779,900000.0
20071,485000.0
14716,1160000.0
10340,370000.0
6530,870000.0
20129,899900.0
13398,461000.0
18762,310000.0
3972,375000.0
1093,575000.0
9519,1350000.0
4034,365000.0
11992,738000.0
19972,430236.0
18694,835000.0
7309,335000.0
11476,265000.0
4312,167000.0
6872,439000.0
9968,280000.0
13771,325000.0
9864,499950.0
2197,311750.0
8710,506000.0
14838,375000.0
14665,177000.0
10338,680000.0
9703,449000.0
75,832500.0
17372,499900.0
21454,375000.0
7518,358000.0
14604,925000.0
16292,495000.0
13340,510000.0
10553,370000.0
14218,320000.0
16142,445000.0
18476,263700.0
16486,249500.0
20186,535000.0
2570,267345.0
7458,1300000.0
9455,425000.0
16007,505000.0
17954,342000.0
4167,320000.0
20968,324500.0
9868,290000.0
15347,1468000.0
19294,190000.0
13401,452000.0
19851,515000.0
11691,299950.0
3221,638000.0
15426,361500.0
15943,305000.0
17961,239900.0
11863,498688.0
17427,375000.0
5251,424240.0
8116,499000.0
19142,655000.0
19376,440000.0
552,451000.0
4341,242000.0
5634,558000.0
18489,403500.0
12126,247000.0
16470,305500.0
16498,298500.0
16717,386000.0
11820,670000.0
769,405000.0
15680,799990.0
18927,374000.0
2603,205500.0
6217,219950.0
15945,680000.0
15299,325000.0
5338,303500.0
14572,195000.0
17510,220000.0
240,225000.0
4377,458000.0
6015,1030000.0
6815,473975.0
101,555000.0
15253,684680.0
18384,660000.0
17310,555000.0
14009,340000.0
5486,439500.0
4881,285000.0
13812,325000.0
7684,355000.0
13371,664000.0
1650,284950.0
8995,390000.0
17280,206325.0
1334,805000.0
1612,454000.0
19842,418395.0
2489,353000.0
1062,790000.0
19053,879950.0
9970,290000.0
5128,198000.0
19753,723000.0
1517,610000.0
7815,745000.0
21289,392000.0
11173,350000.0
19140,430000.0
10538,384950.0
5933,212500.0
5618,435000.0
18170,415000.0
631,565000.0
3894,422500.0
12065,661000.0
14788,635000.0
11851,870300.0
1630,180500.0
17951,411000.0
1885,340000.0
10029,517500.0
1786,901000.0
19571,383962.0
2082,822500.0
2127,325000.0
8157,220000.0
16753,277500.0
559,331500.0
6345,260000.0
18697,335000.0
19770,465000.0
1383,606000.0
5267,349900.0
18695,770000.0
9069,565000.0
10975,770000.0
21149,950000.0
19746,889950.0
12469,525000.0
10929,360000.0
6156,375000.0
17522,605000.0
7339,263000.0
177,385000.0
21110,487000.0
2258,372400.0
20083,388000.0
19172,890000.0
3882,265000.0
12832,400000.0
20347,235000.0
10649,435000.0
17234,1085000.0
16109,833000.0
9530,450000.0
19087,250000.0
21101,277140.0
18501,475000.0
2499,195000.0
18789,510000.0
1348,450000.0
1633,177500.0
12685,312500.0
10168,605000.0
8208,579000.0
11186,341000.0
4165,523000.0
1320,432000.0
13503,400000.0
2041,340000.0
18235,383000.0
2106,280000.0
12542,940000.0
1537,391000.0
16187,1309500.0
1589,332000.0
16610,270000.0
5706,798000.0
14007,539950.0
14334,710000.0
10923,582500.0
14885,525000.0
14173,286000.0
19199,535000.0
5742,1087500.0
14425,550000.0
15579,565000.0
5459,575000.0
9765,365000.0
21217,391000.0
4245,755000.0
8128,447000.0
17223,620000.0
3635,251000.0
13335,440000.0
13208,551000.0
6158,450000.0
7069,750000.0
17221,760000.0
12502,705000.0
6879,327500.0
1258,682000.0
18155,376000.0
15584,310000.0
10877,470000.0
20430,659950.0
13243,575000.0
2302,322500.0
9427,275000.0
3758,205000.0
14451,525000.0
15624,388000.0
10015,255000.0
14169,321500.0
21404,353000.0
8704,780000.0
9030,415000.0
15995,564000.0
13747,580000.0
10132,860000.0
19710,839950.0
964,630000.0
11955,850000.0
7150,255000.0
20227,380000.0
3042,362000.0
15368,530000.0
16099,495000.0
3981,310597.0
21196,1100000.0
19024,1001000.0
13258,260000.0
14809,622100.0
12179,389000.0
6855,1437500.0
14090,270000.0
14858,540000.0
18757,740000.0
11327,313000.0
19367,299000.0
7299,285000.0
6202,421500.0
1876,850000.0
12488,733000.0
1594,500000.0
3762,524500.0
21018,294900.0
4420,374950.0
4812,370000.0
10990,425000.0
3402,115000.0
5312,375000.0
10696,335000.0
4579,238000.0
12730,577288.0
4888,275000.0
6729,617950.0
17775,515000.0
4823,480000.0
864,280000.0
14721,244000.0
855,370500.0
13969,625000.0
8942,399900.0
11373,825000.0
7714,458000.0
19831,925000.0
7946,441500.0
4709,575000.0
9828,280000.0
5923,677000.0
21539,338500.0
19716,400000.0
20937,510000.0
617,485000.0
16277,264950.0
16110,860000.0
10498,780000.0
18938,350000.0
7398,695000.0
2363,230000.0
13374,271675.0
12820,598780.0
16683,420000.0
15534,503000.0
2022,329350.0
13607,495000.0
12946,244500.0
8589,775000.0
8878,280000.0
11719,590000.0
13209,488000.0
5865,275000.0
2890,210500.0
4663,409000.0
5460,1215000.0
11694,410000.0
4564,345000.0
8382,288000.0
12369,685000.0
11607,398750.0
3842,576750.0
10626,220000.0
15479,549800.0
8195,955000.0
19550,460000.0
11229,395000.0
11835,635000.0
17973,458450.0
9286,600000.0
535,358000.0
18130,852500.0
9347,375000.0
8649,402000.0
14051,389000.0
19293,310000.0
19853,318000.0
16993,302000.0
123,445000.0
4476,400000.0
19060,289999.0
15048,475000.0
2354,775000.0
7576,300000.0
11873,650000.0
18758,650000.0
5959,510000.0
9406,380000.0
11917,406250.0
14107,442500.0
18724,450000.0
9082,473000.0
3129,1265000.0
3652,695000.0
49,1350000.0
10556,440000.0
510,585000.0
3263,691500.0
15636,235000.0
232,315000.0
16559,279000.0
12471,433500.0
2891,406650.0
8974,482500.0
986,283000.0
3079,387500.0
15985,447000.0
13069,735000.0
19977,1180000.0
4414,335000.0
21128,718500.0
1092,730000.0
11184,225000.0
16767,605000.0
16830,546200.0
7835,725000.0
7382,880000.0
12854,1300000.0
3013,200450.0
14424,580050.0
11152,535000.0
11814,324950.0
18702,388000.0
8838,1406890.0
10594,502000.0
4544,603000.0
18090,244000.0
16776,560000.0
4265,593500.0
3193,315000.0
19002,385000.0
7040,190000.0
18729,309000.0
10488,460000.0
11484,500000.0
5444,325000.0
14073,599000.0
16658,570000.0
15675,448500.0
2477,1215000.0
20265,545000.0
18881,400000.0
13609,575000.0
7340,565000.0
13358,690000.0
16858,280000.0
16290,329000.0
1035,980000.0
15080,209950.0
12753,292000.0
8739,305100.0
7929,782500.0
1967,471750.0
20156,535000.0
358,900000.0
16020,1280000.0
226,479950.0
6172,650000.0
20928,287000.0
20889,425000.0
9388,334998.0
20434,1138990.0
2558,785000.0
20595,392000.0
3337,299000.0
577,930000.0
9996,262000.0
20280,785000.0
10599,422500.0
8284,193000.0
17618,436000.0
16890,440000.0
3468,535000.0
4030,550000.0
8150,567000.0
2770,604000.0
2855,582000.0
21239,332000.0
3531,495800.0
16974,580000.0
3621,286300.0
11162,420000.0
17392,179950.0
18300,715000.0
12202,775000.0
21411,288790.0
19144,235000.0
7707,500000.0
838,285000.0
10483,250000.0
21224,610000.0
8475,563000.0
8470,649950.0
13926,240000.0
17584,395350.0
20842,435000.0
11131,394950.0
9227,607000.0
13055,590000.0
12291,368000.0
7827,685000.0
9808,1175000.0
17927,260000.0
2901,311000.0
11490,370900.0
10604,385000.0
7586,256000.0
3957,1020000.0
20634,451300.0
13671,330000.0
8436,285000.0
12211,1190000.0
14449,248000.0
4029,526000.0
10202,530000.0
14484,290000.0
7955,299950.0
19255,1225000.0
4197,527000.0
2752,856000.0
1211,460000.0
9497,808000.0
4962,436000.0
5330,285000.0
4089,135000.0
8255,370000.0
10797,400000.0
5809,258000.0
1604,249950.0
11192,355000.0
17635,230000.0
6209,435000.0
2850,399950.0
16920,420000.0
15591,790000.0
16400,706000.0
15373,762000.0
3976,279000.0
17604,157000.0
16504,253000.0
16071,340000.0
5052,269950.0
17692,710000.0
21229,380000.0
12246,490000.0
7932,664000.0
16867,515000.0
5355,766950.0
4044,269900.0
10345,324000.0
2213,398000.0
2954,590000.0
10333,344200.0
8916,740000.0
8909,1070000.0
19113,610000.0
17220,417500.0
5799,445000.0
174,673000.0
652,325000.0
14752,605000.0
16669,500000.0
20158,205000.0
14832,396000.0
5185,243500.0
9547,1300000.0
1578,440000.0
7615,285000.0
8885,309000.0
11174,454900.0
10247,324360.0
1054,620000.0
18108,290000.0
12147,305000.0
14216,525126.0
9121,255000.0
20589,415000.0
13017,230000.0
16294,1307000.0
8616,540500.0
9230,610000.0
2544,336800.0
9534,395000.0
9801,490000.0
16943,920000.0
10948,170000.0
12561,1085500.0
17077,350000.0
20980,495000.0
15535,1047000.0
8454,366000.0
12751,470000.0
18126,271500.0
17873,335000.0
2066,460000.0
1909,325000.0
362,329500.0
5484,765000.0
19047,340500.0
16839,760000.0
6046,245000.0
13248,311100.0
1186,235000.0
20676,828950.0
20267,1042000.0
3478,629000.0
16894,986000.0
13049,532000.0
17060,700000.0
3203,528000.0
9915,234000.0
8700,330000.0
15861,286000.0
9598,130000.0
18112,257500.0
7330,1245000.0
10795,209000.0
4464,570000.0
18028,285500.0
17644,239950.0
15333,497500.0
3673,464500.0
14379,765000.0
18139,700000.0
12850,725000.0
11204,595000.0
13303,246000.0
19465,835000.0
10410,422800.0
19369,680000.0
332,295000.0
8079,522500.0
5291,249000.0
5781,625700.0
6902,250000.0
7577,363000.0
3288,476500.0
11519,607000.0
12374,680000.0
19657,440000.0
16646,440500.0
15831,970000.0
4867,600000.0
9081,679000.0
11610,625000.0
2433,490000.0
19939,325000.0
14214,350000.0
16654,355500.0
12642,577500.0
8215,733500.0
16177,250500.0
6816,320000.0
19969,850000.0
14046,240000.0
8373,400000.0
11885,350000.0
8045,408000.0
4532,418000.0
1120,224500.0
19630,855169.0
15031,735000.0
8809,235000.0
8256,320000.0
3329,240000.0
12889,235000.0
12612,225000.0
3643,712500.0
724,350000.0
119,535000.0
10439,375000.0
4710,328000.0
2084,1250000.0
7599,410000.0
6275,485000.0
17974,200000.0
325,240500.0
19330,625000.0
5437,342000.0
18347,345000.0
13730,325000.0
15990,265000.0
6761,269950.0
13164,425000.0
20488,1289990.0
5122,210000.0
6675,323000.0
9792,325000.0
15286,1120280.0
4379,1050000.0
5876,395000.0
19852,330000.0
5595,536000.0
5954,725995.0
16445,227000.0
88,215000.0
7812,280000.0
4267,585000.0
3465,200000.0
11159,575000.0
13483,400000.0
411,517534.0
5029,600000.0
11802,278750.0
11678,359000.0
9580,244000.0
2830,865000.0
6529,330000.0
2292,275000.0
16744,206000.0
3568,372220.0
14700,1040000.0
3625,356000.0
6458,998160.0
9429,327000.0
10629,743000.0
16215,528000.0
5644,535000.0
2494,322000.0
4802,354800.0
2657,840000.0
20532,550000.0
9688,641000.0
16231,260000.0
7017,400000.0
17272,350000.0
17410,425000.0
6812,385000.0
13657,210000.0
1455,382000.0
5146,432000.0
5402,250000.0
1823,607000.0
1532,409900.0
11309,273000.0
10021,465000.0
10901,538000.0
15323,470000.0
20062,675000.0
692,359900.0
6831,350000.0
5991,780000.0
7366,1150000.0
10319,185000.0
13769,263850.0
15791,400000.0
12673,425000.0
5173,308000.0
21194,375500.0
1886,785500.0
6674,590000.0
1088,500000.0
15066,340000.0
6943,650000.0
10906,427000.0
2837,490000.0
3475,417000.0
1118,353000.0
13993,880000.0
7557,578000.0
11281,710000.0
1783,443000.0
427,1300000.0
17203,707000.0
5957,731000.0
16541,435000.0
10363,375000.0
18506,340000.0
10723,238000.0
21109,315000.0
21265,567500.0
21385,392000.0
8598,290000.0
15469,335000.0
19755,569900.0
12249,710000.0
15360,707500.0
5011,446000.0
8922,275000.0
18015,630000.0
9173,299000.0
737,605000.0
5296,520000.0
10378,979700.0
1897,400000.0
19948,859990.0
1718,442500.0
8697,700000.0
20622,779380.0
2032,210000.0
10756,589000.0
17467,304500.0
17609,535000.0
16507,225000.0
15886,500000.0
6262,675000.0
3544,197000.0
15361,464500.0
6721,990000.0
20371,745000.0
5803,385000.0
9508,265000.0
16385,781000.0
2877,195000.0
9151,319502.0
5619,874000.0
19130,865000.0
12998,565000.0
18298,445000.0
13638,975000.0
15391,424900.0
587,900000.0
8648,692000.0
19325,887000.0
18817,452000.0
9442,350000.0
19365,805000.0
17337,476800.0
3711,530000.0
19302,575000.0
18731,1115000.0
20540,375000.0
8896,650000.0
6504,690000.0
10746,287000.0
13948,790000.0
20905,533112.0
865,275000.0
2299,252000.0
5747,800000.0
8763,655000.0
20496,847093.0
13822,447500.0
18238,750000.0
16316,315000.0
8313,474900.0
5424,835000.0
4152,378950.0
12406,628000.0
11165,850000.0
20137,629000.0
19845,484950.0
4176,340000.0
1014,429000.0
4442,685000.0
13219,713500.0
9583,642000.0
11849,385000.0
564,638700.0
17955,475000.0
19412,445000.0
4482,474000.0
3582,355000.0
15145,600000.0
17949,550000.0
8227,722800.0
1436,480000.0
17109,712000.0
19856,1079000.0
19398,625000.0
14351,319500.0
17031,385000.0
1847,520000.0
12048,440000.0
18368,500000.0
20873,375000.0
707,550000.0
10963,465000.0
5130,300000.0
3528,222000.0
9383,275000.0
11760,590000.0
19837,1255780.0
4280,450000.0
4327,395000.0
8480,808100.0
14167,619000.0
10690,1065000.0
18327,1265000.0
13691,405000.0
17486,428000.0
20901,410000.0
265,290000.0
20856,399500.0
11789,218000.0
5624,885000.0
3971,432000.0
4115,550000.0
3712,455000.0
16945,480000.0
454,811000.0
6911,790000.0
5231,635000.0
14490,250000.0
3641,777000.0
10618,560000.0
14210,756000.0
7517,231000.0
14319,405500.0
3450,419600.0
17651,246000.0
11307,492000.0
2587,265000.0
17742,969500.0
15476,215000.0
17835,555000.0
1190,405000.0
4248,750000.0
8081,280400.0
18448,325000.0
8473,236000.0
3225,875000.0
12277,1199500.0
897,660000.0
6906,625000.0
9624,499990.0
7754,440150.0
21139,310000.0
13750,599950.0
1497,499950.0
8350,330000.0
18502,432100.0
14156,329950.0
6689,295000.0
12430,397000.0
461,348000.0
12803,191000.0
19985,249900.0
13923,302000.0
4241,865000.0
3113,775000.0
16379,189000.0
4254,271900.0
21228,412500.0
14347,319000.0
15434,300000.0
17922,115000.0
592,290000.0
19217,229500.0
6725,703300.0
12298,995000.0
7647,542500.0
18552,720000.0
16480,380500.0
14101,165000.0
884,930000.0
21133,613000.0
4261,260000.0
6497,355000.0
16049,467000.0
18504,490000.0
410,268000.0
4539,554000.0
10505,385000.0
3131,759000.0
10415,439950.0
7226,123000.0
166,269950.0
18892,1410000.0
10622,692500.0
12779,690000.0
11601,625000.0
12490,530000.0
3399,650000.0
12395,615000.0
8054,202200.0
16484,469500.0
12403,253500.0
7012,149000.0
1883,320000.0
19249,129888.0
1360,815000.0
8981,780000.0
20338,340000.0
17971,310000.0
9147,583000.0
11508,510000.0
20167,502000.0
7162,515000.0
720,289950.0
3576,307000.0
4685,765000.0
13553,310000.0
17953,400000.0
7890,185000.0
7220,355000.0
5709,325000.0
14715,590000.0
3227,551000.0
6773,809000.0
4899,325000.0
12262,330000.0
4121,635000.0
16535,460000.0
9477,423500.0
2670,311000.0
18038,400000.0
11895,336000.0
9326,720000.0
11761,695000.0
9391,371000.0
2487,335000.0
250,260000.0
3910,408500.0
18905,400000.0
19364,225000.0
9296,587750.0
2313,243000.0
10670,547000.0
852,438000.0
13562,423500.0
8824,571000.0
11650,550000.0
1195,632000.0
19802,545000.0
6588,425000.0
15801,310000.0
13139,730100.0
16129,780500.0
8297,620000.0
5410,899000.0
17339,455600.0
8293,615000.0
5070,607000.0
254,245000.0
14813,554000.0
8143,930000.0
21394,782000.0
7513,435000.0
2859,322000.0
17807,330000.0
15149,448000.0
7982,520000.0
19998,377000.0
3490,1078000.0
21466,385000.0
11544,840000.0
19918,435000.0
8825,588000.0
19623,377500.0
7602,270000.0
9165,235750.0
2037,369950.0
4305,315000.0
17421,179000.0
18103,677000.0
19268,504500.0
11580,286500.0
5762,648000.0
4101,634800.0
18658,440000.0
4868,228000.0
20551,425000.0
17547,419950.0
16606,685000.0
4301,899100.0
9855,680000.0
3771,449900.0
3092,329500.0
4419,425000.0
7628,645000.0
13390,608000.0
15162,930000.0
15718,480000.0
4084,220000.0
10471,450000.0
9415,790500.0
16373,318000.0
2632,250000.0
4513,785200.0
4383,167500.0
3754,589000.0
8610,559000.0
21513,505000.0
2504,475000.0
6981,246000.0
14881,285000.0
6672,710000.0
19849,535000.0
18356,299950.0
18971,959000.0
9161,748000.0
3249,625000.0
1246,780000.0
15734,812000.0
12639,475000.0
557,238000.0
1227,211000.0
15346,450000.0
8813,580000.0
9468,291500.0
7417,459000.0
2700,580000.0
8963,368000.0
15342,223000.0
1415,445000.0
19567,226000.0
20230,550000.0
894,209000.0
10959,137900.0
8586,795000.0
99,437500.0
11836,355000.0
4490,950000.0
12228,599000.0
2870,521000.0
11439,935000.0
4004,282500.0
11003,300000.0
7871,267500.0
20050,379900.0
6647,212000.0
20119,399000.0
8646,995000.0
21163,620000.0
18307,543200.0
8270,374000.0
13464,790000.0
7129,360000.0
6630,326000.0
4825,415000.0
18792,490000.0
19127,791000.0
12760,382000.0
1006,515000.0
20499,760000.0
2745,810000.0
16168,623000.0
2569,895000.0
15201,542000.0
9923,775000.0
4423,275000.0
17183,640000.0
15833,474000.0
5480,864000.0
6797,830000.0
6114,541125.0
9652,575000.0
3827,775000.0
16518,376000.0
11447,514500.0
12593,695000.0
7974,285000.0
20007,818000.0
13490,434900.0
20253,607500.0
11191,394000.0
1913,315000.0
16711,795000.0
5383,475226.0
8645,329950.0
16524,1400000.0
12991,350000.0
11413,1295000.0
5279,368000.0
19659,535000.0
17015,488000.0
774,390000.0
5607,835000.0
668,290000.0
19046,925000.0
5950,320000.0
5409,439950.0
2960,474000.0
20219,515000.0
5769,1460000.0
9831,204950.0
3118,415000.0
19704,532000.0
11023,330000.0
8719,525000.0
21297,492500.0
8644,1438890.0
17417,475000.0
7496,565000.0
6304,670000.0
13828,435000.0
16146,437400.0
12855,435000.0
6164,450000.0
5212,195000.0
13884,699000.0
11462,290000.0
11473,450000.0
20690,370000.0
20302,775950.0
17273,305000.0
1150,492000.0
11461,275000.0
11385,420000.0
3746,320000.0
3409,260000.0
9683,450000.0
19654,267800.0
2726,749999.0
20713,515000.0
5502,682000.0
10235,233703.0
9773,355000.0
15629,292000.0
5660,487000.0
11938,309000.0
4,510000.0
14785,825000.0
4256,261500.0
16499,403950.0
1966,725000.0
17296,400000.0
14465,260000.0
15112,549950.0
17877,299000.0
10611,489000.0
2948,265000.0
5979,275000.0
3464,805000.0
13877,495000.0
9712,265000.0
16403,305000.0
5076,740000.0
13327,452500.0
18264,415000.0
19226,1059000.0
11558,804000.0
5856,200000.0
15186,374000.0
4732,545000.0
959,378000.0
20523,459000.0
3314,325000.0
3336,835000.0
18827,732000.0
18607,1156000.0
8566,510000.0
8827,565000.0
14984,480000.0
316,487000.0
1595,900000.0
12433,755000.0
6886,509500.0
2183,150000.0
20419,625000.0
11102,300000.0
20298,289950.0
21161,459990.0
20764,380000.0
13472,594000.0
16143,229900.0
3970,122000.0
18915,185000.0
7572,300000.0
2328,283000.0
7238,325000.0
13108,287200.0
17002,965000.0
13837,465000.0
18957,1150000.0
19052,287500.0
20388,343000.0
2686,343000.0
6060,760000.0
13053,445500.0
8733,540000.0
20708,305000.0
234,475000.0
8569,509250.0
15015,266000.0
752,447000.0
2906,516250.0
15820,784000.0
8412,445000.0
17447,530000.0
14389,335000.0
14585,984000.0
17184,564450.0
16344,486000.0
8498,380000.0
5840,287000.0
17472,960000.0
9731,255000.0
6077,1112500.0
10412,525000.0
6646,265000.0
770,429900.0
17318,489000.0
20967,812000.0
8314,515000.0
15643,455000.0
9196,279950.0
20643,640000.0
17911,415000.0
14010,214950.0
6346,430000.0
17287,775000.0
70,1040000.0
5491,304000.0
8279,330000.0
14942,795000.0
5815,524950.0
20737,441000.0
21566,710200.0
13670,369000.0
1711,187500.0
7739,565000.0
8768,470000.0
9882,393000.0
6103,464950.0
2666,471000.0
19784,679950.0
14191,199950.0
8057,550000.0
16463,416000.0
5537,625000.0
14053,661000.0
12985,500000.0
21118,834538.0
12705,1350000.0
7163,482500.0
20200,755000.0
11536,550000.0
11160,375000.0
8870,370000.0
20887,355000.0
2335,510000.0
3825,214946.0
9249,1115000.0
17517,380000.0
14397,700000.0
20943,294500.0
9145,487500.0
20996,1270000.0
20367,399950.0
21329,375000.0
18160,262500.0
6776,425000.0
15777,699950.0
5247,890000.0
9539,500000.0
17912,401000.0
13045,435000.0
1575,722080.0
754,850000.0
11833,717000.0
11117,465000.0
1705,229000.0
2630,420000.0
13619,427500.0
7149,725000.0
6954,588000.0
11382,233000.0
3604,625000.0
15130,725126.0
10778,410000.0
4846,719000.0
12967,487000.0
789,408200.0
882,225000.0
8720,364988.0
5320,194990.0
19271,550000.0
654,337000.0
18,189000.0
15960,635000.0
11337,205000.0
3282,1003000.0
7465,305000.0
12786,838400.0
5324,210000.0
14779,860000.0
9263,315000.0
14025,449950.0
11427,235000.0
21152,450000.0
17274,368000.0
7087,263000.0
3936,315000.0
18236,315000.0
12269,550000.0
11448,360000.0
9362,510000.0
14295,783500.0
20161,995000.0
13214,402000.0
6823,1430000.0
3319,921000.0
20274,313200.0
3391,314900.0
10590,455000.0
371,315000.0
14450,345000.0
3815,525000.0
11262,245700.0
16233,600000.0
7853,420000.0
12057,500000.0
4840,950000.0
8940,410000.0
3009,1325000.0
480,378500.0
1671,293000.0
20306,767450.0
19449,539000.0
19720,327555.0
15751,540000.0
1194,406000.0
4611,181000.0
13777,375000.0
6229,360000.0
14765,780000.0
9821,224000.0
20076,329900.0
1050,410000.0
3447,762000.0
19353,570000.0
15509,269500.0
12953,395000.0
1439,459000.0
12763,410000.0
143,420000.0
6824,220000.0
11586,259875.0
8834,235000.0
18522,287500.0
832,270000.0
6651,176000.0
7500,614905.0
